Item Code,Product,Variant,Unit,Unit,Rate,Product Category
.15.13.02,"Supplying, fitting, fixing of Aluminium sliding fly proof Netting shutter as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick 38mm x 18mm aluminium outer frame, 1.2mm thick 38mm x 12mmmosquito net shutter frame (mesh section).All aluminium members (total weight 12.79 kg) will be anodized to aluminium SS/ bronze/silver colour with a coat not less than 15 micron in thickness  and density of 4 mg per square cm etc. including all accessories like wheel, sealent, rubber, bolts and nuts keeping provision for fitting fiber mesh  including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity  complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to bronze colour,Per Sqm,Per Sqm,3353.79545777463,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.13.03,"Supplying, fitting, fixing of Aluminium sliding fly proof Netting shutter as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick 38mm x 18mm aluminium outer frame, 1.2mm thick 38mm x 12mmmosquito net shutter frame (mesh section).All aluminium members (total weight 12.79 kg) will be anodized to aluminium SS/ bronze/silver colour with a coat not less than 15 micron in thickness  and density of 4 mg per square cm etc. including all accessories like wheel, sealent, rubber, bolts and nuts keeping provision for fitting fiber mesh  including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity  complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to silver colour,Per Sqm,Per Sqm,3243.0872801318,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.13.04,"Supplying, fitting, fixing of Aluminium sliding fly proof Netting shutter as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick 38mm x 18mm aluminium outer frame, 1.2mm thick 38mm x 12mmmosquito net shutter frame (mesh section).All aluminium members (total weight 12.79 kg) will be anodized to aluminium SS/ bronze/silver colour with a coat not less than 15 micron in thickness  and density of 4 mg per square cm etc. including all accessories like wheel, sealent, rubber, bolts and nuts keeping provision for fitting fiber mesh  including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity  complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Powder coated to any colour,Per Sqm,Per Sqm,3581.06938859695,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.14.01.01,"Supplying, fitting and fixing in Aluminium door frames, windows, partitions and curtain wall distortion free glass of approved quality and shade including cost of fitting fixing all necessary accessories etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",5 mm thick clear glass,Per Sqm,Per Sqm,1330.5175218328,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.14.01.02,"Supplying, fitting and fixing in Aluminium door frames, windows, partitions and curtain wall distortion free glass of approved quality and shade including cost of fitting fixing all necessary accessories etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",6 mm thick clear glass,Per Sqm,Per Sqm,1599.2266908688,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.14.02.01,"Supplying, fitting and fixing in Aluminium door frames, windows, partitions and curtain wall distortion free glass of approved quality and shade including cost of fitting fixing all necessary accessories etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",5 mm thick tinted glass,Per Sqm,Per Sqm,1558.9203155134,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.14.03.01,"Supplying, fitting and fixing in Aluminium door frames, windows, partitions and curtain wall distortion free glass of approved quality and shade including cost of fitting fixing all necessary accessories etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",5 mm thick ambushed/ frosted glass,Per Sqm,Per Sqm,1323.479900739,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.14.04.01,"Supplying, fitting and fixing in Aluminium door frames, windows, partitions and curtain wall distortion free glass of approved quality and shade including cost of fitting fixing all necessary accessories etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",5 mm thick reflecting glass,Per Sqm,Per Sqm,1626.0976077724,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.14.04.02,"Supplying, fitting and fixing in Aluminium door frames, windows, partitions and curtain wall distortion free glass of approved quality and shade including cost of fitting fixing all necessary accessories etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",6 mm thick reflecting glass,Per Sqm,Per Sqm,1754.0543549324,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.15,"Supplying, fabrication and Installation of Approved colour (4 mm thick) Aluminium composite panel (Alucobond/Alcopanel/Alpolic) as per US Architectural Aluminium Manufacturer's Association (AAMA) in column, beam and wall surface providing with 44 x 44 x 1.5 mm aluminum section including supply of necessary hardwares, consumables, scaffolding etc.  fitted with necessary accessories like rivet, screw, Rowel bolt etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fabrication and Installation of Approved colour (4 mm thick) Aluminium composite panel (Alucobond/Alcopanel/Alpolic) as per US Architectural Aluminium Manufacturer's Association (AAMA) in column, beam and wall surface providing with 44 x 44 x 1.5 mm aluminum section including supply of necessary hardwares, consumables, scaffolding etc.  fitted with necessary accessories like rivet, screw, Rowel bolt etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,6850.59485917832,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.16,"Supplying, fitting and fixing of aluminium curtain wall with aluminium top hung/casement windows as per the US Architectural Aluminium Manufacturer's Association (AAMA) standard specification and BDS 1879:2014 having 100 mm , 50mm, 2mm curtain wall submullim outer and inner frame, 15 mm thick casement outer frame (size 38.86 mm 36.6 mm), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm,) 1.2 mm thick shutter glass strips, all aluminium member will be powder coated with coat not less than 1.5 micron in thickness including all accessories 4 bar hinge casement handle, 50 mm x 50 mm x 6 mm aluminium angle, steel rowel bolt, screws , rivets norton tape masking tape, structural sealant, gum bracket rod etc. all complete in all respect as per drawing and direction of the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of aluminium curtain wall with aluminium top hung/casement windows as per the US Architectural Aluminium Manufacturer's Association (AAMA) standard specification and BDS 1879:2014 having 100 mm , 50mm, 2mm curtain wall submullim outer and inner frame, 15 mm thick casement outer frame (size 38.86 mm 36.6 mm), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm,) 1.2 mm thick shutter glass strips, all aluminium member will be powder coated with coat not less than 1.5 micron in thickness including all accessories 4 bar hinge casement handle, 50 mm x 50 mm x 6 mm aluminium angle, steel rowel bolt, screws , rivets norton tape masking tape, structural sealant, gum bracket rod etc. all complete in all respect as per drawing and direction of the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,9293.99319710181,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.17,"Supplying, fitting and fixing of aluminium curtain wall and aluminium top hung/casement windows ad per the US Architectural Aluminium Manufacturer's Association (AAMA) standard specification and BDS 1879:2014 having 50 mm , 50 mm, 2 mm curtain wall submullim outer and inner frame, 15 mm thick casement outer frame (size 38.86 mm 36.6 mm), 1.9 mm thick casement shutter (size 47.62mm, 28.57mm,) 1.2 mm thick shutter glass strips, all aluminium member will be powder coated with coat not less than 1.5 micron in thickness including all accessories 4 bar hinge casement handle, 50 mm x 50 mm x 6 mm aluminium angle, steel rowel bolt, screws , rivets norton tape masking tape, structural sealant, gum bracket rod etc. all complete in all respect as per drawing and direction of the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of aluminium curtain wall and aluminium top hung/casement windows ad per the US Architectural Aluminium Manufacturer's Association (AAMA) standard specification and BDS 1879:2014 having 50 mm , 50 mm, 2 mm curtain wall submullim outer and inner frame, 15 mm thick casement outer frame (size 38.86 mm 36.6 mm), 1.9 mm thick casement shutter (size 47.62mm, 28.57mm,) 1.2 mm thick shutter glass strips, all aluminium member will be powder coated with coat not less than 1.5 micron in thickness including all accessories 4 bar hinge casement handle, 50 mm x 50 mm x 6 mm aluminium angle, steel rowel bolt, screws , rivets norton tape masking tape, structural sealant, gum bracket rod etc. all complete in all respect as per drawing and direction of the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,7983.6978224079,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.18,"Supplying, fitting and fixing of aluminium curtain wall along with 10 mm thick clear tempered glass as per the US Architectural aluminium Manufacturer's Association (AAMA) Standard Specification and BDS 1879:2014 having 115 mm , 64 mm, 3 mm curtain wall sub-mullim outer and inner frame, 15 mm thick casement outer frame (size 38.86 mm 36.6mm), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm,) 1.2 mm thick shutter glass strips, all aluminium member will be powder coated with coat not less than 1.5 micron in thickness including all accessories 4 bar hinge casement handle, 50 m x 50mm x 6m aluminium angle, steel rowel bolt, screws , rivets norton tape masking tape, structural sealant, gum bracket rod etc. all complete in all respect as per drawing and direction of the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of aluminium curtain wall along with 10 mm thick clear tempered glass as per the US Architectural aluminium Manufacturer's Association (AAMA) Standard Specification and BDS 1879:2014 having 115 mm , 64 mm, 3 mm curtain wall sub-mullim outer and inner frame, 15 mm thick casement outer frame (size 38.86 mm 36.6mm), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm,) 1.2 mm thick shutter glass strips, all aluminium member will be powder coated with coat not less than 1.5 micron in thickness including all accessories 4 bar hinge casement handle, 50 m x 50mm x 6m aluminium angle, steel rowel bolt, screws , rivets norton tape masking tape, structural sealant, gum bracket rod etc. all complete in all respect as per drawing and direction of the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,10395.4954960135,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.19,"Supplying, fitting and fixing of 12 mm thick clear tempered glass wall up to 3.0 m height with vertical fin glass support of same thickness and support shall be at least 1.2 m c/c fixed properly with glass by silicon glue with supply and fitting of all required accessories such as  SS u channel, nut bolts, alluminium angle, steel rowel bolt, screws, rivets norton tape, structural sealtant, gum breacket rod etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of 12 mm thick clear tempered glass wall up to 3.0 m height with vertical fin glass support of same thickness and support shall be at least 1.2 m c/c fixed properly with glass by silicon glue with supply and fitting of all required accessories such as  SS u channel, nut bolts, alluminium angle, steel rowel bolt, screws, rivets norton tape, structural sealtant, gum breacket rod etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,19844.0339981838,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.2,"Supplying, fitting and fixing of 12 mm thick clear tempered glass wall up to 3.0 m to 6.0 m height with spider point fixing joint and vertical fin glass support of same thickness and support shall be at least 1.2 m c/c fixed properly with glass by silicon glue with supply and fitting of all required accessories such as  SS u channel, nut bolts, alluminium angle, steel rowel bolt, screws, rivets norton tape, structural sealtant, gum breacket rod etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of 12 mm thick clear tempered glass wall up to 3.0 m to 6.0 m height with spider point fixing joint and vertical fin glass support of same thickness and support shall be at least 1.2 m c/c fixed properly with glass by silicon glue with supply and fitting of all required accessories such as  SS u channel, nut bolts, alluminium angle, steel rowel bolt, screws, rivets norton tape, structural sealtant, gum breacket rod etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,19819.3150811188,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.21,"Supplying, fitting and fixing of 12 mm thick clear tempered glass wall up to 6.0 m to 8.2 m height with spider point fixing joint and vertical fin glass support of same thickness and support shall be at least 2 m c/c fixed properly with glass by silicon glue with supply and fitting of all required accessories such as  SS u channel, nut bolts, alluminium angle, steel rowel bolt, screws, rivets norton tape, structural sealtant, gum breacket rod etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ","Supplying, fitting and fixing of 12 mm thick clear tempered glass wall up to 6.0 m to 8.2 m height with spider point fixing joint and vertical fin glass support of same thickness and support shall be at least 2 m c/c fixed properly with glass by silicon glue with supply and fitting of all required accessories such as  SS u channel, nut bolts, alluminium angle, steel rowel bolt, screws, rivets norton tape, structural sealtant, gum breacket rod etc. all complete in all respect as per drawing and direction of the Engineer in charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Per Sqm,Per Sqm,20059.193753218,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
